Location,Sea level [mm],Date
Helsinki Kaivopuisto,-258.0,2008-09-26
Helsinki Kaivopuisto,-230.875,2008-09-27
Helsinki Kaivopuisto,-110.70833333333333,2008-09-28
Helsinki Kaivopuisto,-130.29166666666666,2008-09-29
Helsinki Kaivopuisto,-137.5,2008-09-30
Helsinki Kaivopuisto,-105.95833333333333,2008-10-01
Helsinki Kaivopuisto,54.041666666666664,2008-10-02
Helsinki Kaivopuisto,159.04166666666666,2008-10-03
Helsinki Kaivopuisto,128.08333333333334,2008-10-04
Helsinki Kaivopuisto,219.375,2008-10-05
Helsinki Kaivopuisto,155.125,2008-10-06
Helsinki Kaivopuisto,143.875,2008-10-07
Helsinki Kaivopuisto,96.29166666666667,2008-10-08
Helsinki Kaivopuisto,92.20833333333333,2008-10-09
Helsinki Kaivopuisto,148.95833333333334,2008-10-10
Helsinki Kaivopuisto,218.70833333333334,2008-10-11
Helsinki Kaivopuisto,188.41666666666666,2008-10-12
Helsinki Kaivopuisto,235.41666666666666,2008-10-13
Helsinki Kaivopuisto,241.45833333333334,2008-10-14
Helsinki Kaivopuisto,243.375,2008-10-15
Helsinki Kaivopuisto,229.41666666666666,2008-10-16
Helsinki Kaivopuisto,262.3333333333333,2008-10-17
Helsinki Kaivopuisto,424.6666666666667,2008-10-18
Helsinki Kaivopuisto,406.25,2008-10-19
Helsinki Kaivopuisto,373.3333333333333,2008-10-20
Helsinki Kaivopuisto,374.0416666666667,2008-10-21
Helsinki Kaivopuisto,485.4166666666667,2008-10-22
Helsinki Kaivopuisto,384.7916666666667,2008-10-23
Helsinki Kaivopuisto,492.0,2008-10-24
Helsinki Kaivopuisto,386.375,2008-10-25
Helsinki Kaivopuisto,616.36,2008-10-26
Helsinki Kaivopuisto,387.5416666666667,2008-10-27
Helsinki Kaivopuisto,494.375,2008-10-28
Helsinki Kaivopuisto,397.0833333333333,2008-10-29
Helsinki Kaivopuisto,215.33333333333334,2008-10-30
Helsinki Kaivopuisto,620.5416666666666,2008-10-31
Helsinki Kaivopuisto,523.8333333333334,2008-11-01
Helsinki Kaivopuisto,349.3333333333333,2008-11-02
Helsinki Kaivopuisto,314.4166666666667,2008-11-03
Helsinki Kaivopuisto,258.9166666666667,2008-11-04
Helsinki Kaivopuisto,188.79166666666666,2008-11-05
Helsinki Kaivopuisto,54.416666666666664,2008-11-06
Helsinki Kaivopuisto,61.458333333333336,2008-11-07
Helsinki Kaivopuisto,7.208333333333333,2008-11-08
Helsinki Kaivopuisto,70.08333333333333,2008-11-09
Helsinki Kaivopuisto,110.625,2008-11-10
Helsinki Kaivopuisto,197.29166666666666,2008-11-11
Helsinki Kaivopuisto,222.66666666666666,2008-11-12
Helsinki Kaivopuisto,141.375,2008-11-13
Helsinki Kaivopuisto,247.83333333333334,2008-11-14
Helsinki Kaivopuisto,260.7916666666667,2008-11-15
Helsinki Kaivopuisto,408.0416666666667,2008-11-16
Helsinki Kaivopuisto,247.79166666666666,2008-11-17
Helsinki Kaivopuisto,527.5833333333334,2008-11-18
Helsinki Kaivopuisto,283.4166666666667,2008-11-19
Helsinki Kaivopuisto,371.75,2008-11-20
Helsinki Kaivopuisto,451.3333333333333,2008-11-21
Helsinki Kaivopuisto,359.1666666666667,2008-11-22
Helsinki Kaivopuisto,268.9583333333333,2008-11-23
Helsinki Kaivopuisto,621.5833333333334,2008-11-24
Helsinki Kaivopuisto,445.5,2008-11-25
Helsinki Kaivopuisto,496.0416666666667,2008-11-26
Helsinki Kaivopuisto,506.0416666666667,2008-11-27
Helsinki Kaivopuisto,577.4583333333334,2008-11-28
Helsinki Kaivopuisto,281.6666666666667,2008-11-29
Helsinki Kaivopuisto,339.375,2008-11-30
Helsinki Kaivopuisto,277.2916666666667,2008-12-01
Helsinki Kaivopuisto,196.79166666666666,2008-12-02
Helsinki Kaivopuisto,489.9583333333333,2008-12-03
Helsinki Kaivopuisto,342.0833333333333,2008-12-04
Helsinki Kaivopuisto,172.0,2008-12-05
Helsinki Kaivopuisto,196.70833333333334,2008-12-06
Helsinki Kaivopuisto,201.79166666666666,2008-12-07
Helsinki Kaivopuisto,226.75,2008-12-08
Helsinki Kaivopuisto,203.08333333333334,2008-12-09
Helsinki Kaivopuisto,210.83333333333334,2008-12-10
Helsinki Kaivopuisto,196.58333333333334,2008-12-11
Helsinki Kaivopuisto,106.33333333333333,2008-12-12
Helsinki Kaivopuisto,115.04166666666667,2008-12-13
Helsinki Kaivopuisto,-6.125,2008-12-14
Helsinki Kaivopuisto,-40.75,2008-12-15
Helsinki Kaivopuisto,-40.083333333333336,2008-12-16
Helsinki Kaivopuisto,-86.20833333333333,2008-12-17
Helsinki Kaivopuisto,-16.708333333333332,2008-12-18
Helsinki Kaivopuisto,-19.0,2008-12-19
Helsinki Kaivopuisto,115.875,2008-12-20
Helsinki Kaivopuisto,98.08333333333333,2008-12-21
Helsinki Kaivopuisto,326.125,2008-12-22
Helsinki Kaivopuisto,203.79166666666666,2008-12-23
Helsinki Kaivopuisto,207.20833333333334,2008-12-24
Helsinki Kaivopuisto,105.875,2008-12-25
Helsinki Kaivopuisto,126.5,2008-12-26
Helsinki Kaivopuisto,99.58333333333333,2008-12-27
Helsinki Kaivopuisto,32.458333333333336,2008-12-28
Helsinki Kaivopuisto,59.166666666666664,2008-12-29
Helsinki Kaivopuisto,73.58333333333333,2008-12-30
Helsinki Kaivopuisto,41.291666666666664,2008-12-31
Helsinki Kaivopuisto,-107.375,2009-01-01
Helsinki Kaivopuisto,-23.25,2009-01-02
Helsinki Kaivopuisto,-35.166666666666664,2009-01-03
Helsinki Kaivopuisto,-85.29166666666667,2009-01-04
Helsinki Kaivopuisto,-68.625,2009-01-05
Helsinki Kaivopuisto,278.2916666666667,2009-01-06
Helsinki Kaivopuisto,-6.458333333333333,2009-01-07
Helsinki Kaivopuisto,147.70833333333334,2009-01-08
Helsinki Kaivopuisto,140.25,2009-01-09
Helsinki Kaivopuisto,136.5,2009-01-10
Helsinki Kaivopuisto,323.75,2009-01-11
Helsinki Kaivopuisto,413.625,2009-01-12
Helsinki Kaivopuisto,287.0833333333333,2009-01-13
Helsinki Kaivopuisto,255.79166666666666,2009-01-14
Helsinki Kaivopuisto,154.45833333333334,2009-01-15
Helsinki Kaivopuisto,30.291666666666668,2009-01-16
Helsinki Kaivopuisto,5.541666666666667,2009-01-17
Helsinki Kaivopuisto,-61.541666666666664,2009-01-18
Helsinki Kaivopuisto,-69.79166666666667,2009-01-19
Helsinki Kaivopuisto,-74.20833333333333,2009-01-20
Helsinki Kaivopuisto,-64.875,2009-01-21
Helsinki Kaivopuisto,-98.91666666666667,2009-01-22
Helsinki Kaivopuisto,32.875,2009-01-23
Helsinki Kaivopuisto,-312.125,2009-01-24
Helsinki Kaivopuisto,-91.41666666666667,2009-01-25
Helsinki Kaivopuisto,-41.291666666666664,2009-01-26
Helsinki Kaivopuisto,-8.166666666666666,2009-01-27
Helsinki Kaivopuisto,-24.541666666666668,2009-01-28
Helsinki Kaivopuisto,-73.75,2009-01-29
Helsinki Kaivopuisto,-108.70833333333333,2009-01-30
Helsinki Kaivopuisto,-223.79166666666666,2009-01-31
Helsinki Kaivopuisto,-230.45833333333334,2009-02-01
Helsinki Kaivopuisto,-209.875,2009-02-02
Helsinki Kaivopuisto,-265.625,2009-02-03
Helsinki Kaivopuisto,-296.5,2009-02-04
Helsinki Kaivopuisto,-282.8333333333333,2009-02-05
Helsinki Kaivopuisto,-269.9583333333333,2009-02-06
Helsinki Kaivopuisto,-231.45833333333334,2009-02-07
Helsinki Kaivopuisto,-170.04166666666666,2009-02-08
Helsinki Kaivopuisto,-74.875,2009-02-09
Helsinki Kaivopuisto,-239.04166666666666,2009-02-10
Helsinki Kaivopuisto,-298.9583333333333,2009-02-11
Helsinki Kaivopuisto,-278.375,2009-02-12
Helsinki Kaivopuisto,-186.5,2009-02-13
Helsinki Kaivopuisto,-182.41666666666666,2009-02-14
Helsinki Kaivopuisto,-100.79166666666667,2009-02-15
Helsinki Kaivopuisto,-159.45833333333334,2009-02-16
Helsinki Kaivopuisto,-252.45833333333334,2009-02-17
Helsinki Kaivopuisto,-221.58333333333334,2009-02-18
Helsinki Kaivopuisto,-198.04166666666666,2009-02-19
Helsinki Kaivopuisto,-243.08333333333334,2009-02-20
Helsinki Kaivopuisto,-248.91666666666666,2009-02-21
Helsinki Kaivopuisto,-172.54166666666666,2009-02-22
Helsinki Kaivopuisto,-317.3333333333333,2009-02-23
Helsinki Kaivopuisto,-93.95833333333333,2009-02-24
Helsinki Kaivopuisto,-38.625,2009-02-25
Helsinki Kaivopuisto,-49.708333333333336,2009-02-26
Helsinki Kaivopuisto,-25.583333333333332,2009-02-27
Helsinki Kaivopuisto,27.708333333333332,2009-02-28
Helsinki Kaivopuisto,-36.5,2009-03-01
Helsinki Kaivopuisto,-123.29166666666667,2009-03-02
Helsinki Kaivopuisto,-103.54166666666667,2009-03-03
Helsinki Kaivopuisto,-137.16666666666666,2009-03-04
Helsinki Kaivopuisto,-256.875,2009-03-05
Helsinki Kaivopuisto,-297.7916666666667,2009-03-06
Helsinki Kaivopuisto,-262.0833333333333,2009-03-07
Helsinki Kaivopuisto,-240.625,2009-03-08
Helsinki Kaivopuisto,-269.3333333333333,2009-03-09
Helsinki Kaivopuisto,-186.29166666666666,2009-03-10
Helsinki Kaivopuisto,-118.66666666666667,2009-03-11
Helsinki Kaivopuisto,-129.58333333333334,2009-03-12
Helsinki Kaivopuisto,-186.58333333333334,2009-03-13
Helsinki Kaivopuisto,-146.58333333333334,2009-03-14
Helsinki Kaivopuisto,-195.375,2009-03-15
Helsinki Kaivopuisto,-104.75,2009-03-16
Helsinki Kaivopuisto,-128.54166666666666,2009-03-17
Helsinki Kaivopuisto,-66.16666666666667,2009-03-18
Helsinki Kaivopuisto,-105.45833333333333,2009-03-19
Helsinki Kaivopuisto,0.5,2009-03-20
Helsinki Kaivopuisto,-45.208333333333336,2009-03-21
Helsinki Kaivopuisto,-73.45833333333333,2009-03-22
Helsinki Kaivopuisto,-34.125,2009-03-23
Helsinki Kaivopuisto,-154.41666666666666,2009-03-24
Helsinki Kaivopuisto,3.2083333333333335,2009-03-25
Helsinki Kaivopuisto,-41.875,2009-03-26
Helsinki Kaivopuisto,-161.125,2009-03-27
Helsinki Kaivopuisto,-177.95833333333334,2009-03-28
Helsinki Kaivopuisto,-138.43478260869566,2009-03-29
Helsinki Kaivopuisto,-39.375,2009-03-30
Helsinki Kaivopuisto,49.333333333333336,2009-03-31
Helsinki Kaivopuisto,-37.583333333333336,2009-04-01
Helsinki Kaivopuisto,-24.208333333333332,2009-04-02
Helsinki Kaivopuisto,-35.25,2009-04-03
Helsinki Kaivopuisto,-108.0,2009-04-04
Helsinki Kaivopuisto,-72.875,2009-04-05
Helsinki Kaivopuisto,6.333333333333333,2009-04-06
Helsinki Kaivopuisto,-119.20833333333333,2009-04-07
Helsinki Kaivopuisto,-211.66666666666666,2009-04-08
Helsinki Kaivopuisto,-215.08333333333334,2009-04-09
Helsinki Kaivopuisto,-136.91666666666666,2009-04-10
Helsinki Kaivopuisto,-173.33333333333334,2009-04-11
Helsinki Kaivopuisto,-242.16666666666666,2009-04-12
Helsinki Kaivopuisto,-253.5,2009-04-13
Helsinki Kaivopuisto,-235.20833333333334,2009-04-14
Helsinki Kaivopuisto,-226.08333333333334,2009-04-15
Helsinki Kaivopuisto,-289.2916666666667,2009-04-16
Helsinki Kaivopuisto,-257.5,2009-04-17
Helsinki Kaivopuisto,-268.1666666666667,2009-04-18
Helsinki Kaivopuisto,-213.70833333333334,2009-04-19
Helsinki Kaivopuisto,-288.4583333333333,2009-04-20
Helsinki Kaivopuisto,-327.3333333333333,2009-04-21
Helsinki Kaivopuisto,-386.5416666666667,2009-04-22
Helsinki Kaivopuisto,-329.4583333333333,2009-04-23
Helsinki Kaivopuisto,-303.0416666666667,2009-04-24
Helsinki Kaivopuisto,-310.25,2009-04-25
Helsinki Kaivopuisto,-342.9166666666667,2009-04-26
Helsinki Kaivopuisto,-384.2083333333333,2009-04-27
Helsinki Kaivopuisto,-344.7083333333333,2009-04-28
Helsinki Kaivopuisto,-318.5833333333333,2009-04-29
Helsinki Kaivopuisto,-411.4166666666667,2009-04-30
Helsinki Kaivopuisto,-359.4166666666667,2009-05-01
Helsinki Kaivopuisto,-367.7916666666667,2009-05-02
Helsinki Kaivopuisto,-346.4583333333333,2009-05-03
Helsinki Kaivopuisto,-310.2916666666667,2009-05-04
Helsinki Kaivopuisto,-217.54166666666666,2009-05-05
Helsinki Kaivopuisto,-233.33333333333334,2009-05-06
Helsinki Kaivopuisto,-163.375,2009-05-07
Helsinki Kaivopuisto,-140.875,2009-05-08
Helsinki Kaivopuisto,-46.958333333333336,2009-05-09
Helsinki Kaivopuisto,-112.95833333333333,2009-05-10
Helsinki Kaivopuisto,-37.583333333333336,2009-05-11
Helsinki Kaivopuisto,9.625,2009-05-12
Helsinki Kaivopuisto,-8.791666666666666,2009-05-13
Helsinki Kaivopuisto,-53.541666666666664,2009-05-14
Helsinki Kaivopuisto,-77.625,2009-05-15
Helsinki Kaivopuisto,-161.54166666666666,2009-05-16
Helsinki Kaivopuisto,-154.54166666666666,2009-05-17
Helsinki Kaivopuisto,-218.41666666666666,2009-05-18
Helsinki Kaivopuisto,-189.75,2009-05-19
Helsinki Kaivopuisto,-193.41666666666666,2009-05-20
Helsinki Kaivopuisto,-217.5,2009-05-21
Helsinki Kaivopuisto,-242.08333333333334,2009-05-22
Helsinki Kaivopuisto,-81.25,2009-05-23
Helsinki Kaivopuisto,-26.416666666666668,2009-05-24
Helsinki Kaivopuisto,-76.45833333333333,2009-05-25
Helsinki Kaivopuisto,-90.25,2009-05-26
Helsinki Kaivopuisto,-58.875,2009-05-27
Helsinki Kaivopuisto,-46.666666666666664,2009-05-28
Helsinki Kaivopuisto,-85.33333333333333,2009-05-29
Helsinki Kaivopuisto,-74.33333333333333,2009-05-30
Helsinki Kaivopuisto,-98.70833333333333,2009-05-31
Helsinki Kaivopuisto,-99.20833333333333,2009-06-01
Helsinki Kaivopuisto,-119.0,2009-06-02
Helsinki Kaivopuisto,-99.875,2009-06-03
Helsinki Kaivopuisto,74.66666666666667,2009-06-04
Helsinki Kaivopuisto,91.0,2009-06-05
Helsinki Kaivopuisto,48.666666666666664,2009-06-06
Helsinki Kaivopuisto,-112.79166666666667,2009-06-07
Helsinki Kaivopuisto,-79.91666666666667,2009-06-08
Helsinki Kaivopuisto,-107.83333333333333,2009-06-09
Helsinki Kaivopuisto,-144.20833333333334,2009-06-10
Helsinki Kaivopuisto,-99.75,2009-06-11
Helsinki Kaivopuisto,-87.95833333333333,2009-06-12
Helsinki Kaivopuisto,28.25,2009-06-13
Helsinki Kaivopuisto,132.75,2009-06-14
Helsinki Kaivopuisto,253.5,2009-06-15
Helsinki Kaivopuisto,107.875,2009-06-16
Helsinki Kaivopuisto,132.875,2009-06-17
Helsinki Kaivopuisto,95.75,2009-06-18
Helsinki Kaivopuisto,91.0,2009-06-19
Helsinki Kaivopuisto,142.25,2009-06-20
Helsinki Kaivopuisto,81.20833333333333,2009-06-21
Helsinki Kaivopuisto,30.333333333333332,2009-06-22
Helsinki Kaivopuisto,-9.0,2009-06-23
Helsinki Kaivopuisto,-32.958333333333336,2009-06-24
Helsinki Kaivopuisto,-84.58333333333333,2009-06-25
Helsinki Kaivopuisto,-114.29166666666667,2009-06-26
Helsinki Kaivopuisto,-128.625,2009-06-27
Helsinki Kaivopuisto,-97.41666666666667,2009-06-28
Helsinki Kaivopuisto,-122.0,2009-06-29
Helsinki Kaivopuisto,-186.79166666666666,2009-06-30
Helsinki Kaivopuisto,-175.70833333333334,2009-07-01
Helsinki Kaivopuisto,-117.45833333333333,2009-07-02
Helsinki Kaivopuisto,-137.33333333333334,2009-07-03
Helsinki Kaivopuisto,-138.83333333333334,2009-07-04
Helsinki Kaivopuisto,-135.625,2009-07-05
Helsinki Kaivopuisto,-94.04166666666667,2009-07-06
Helsinki Kaivopuisto,-103.66666666666667,2009-07-07
Helsinki Kaivopuisto,-75.125,2009-07-08
Helsinki Kaivopuisto,53.875,2009-07-09
Helsinki Kaivopuisto,111.16666666666667,2009-07-10
Helsinki Kaivopuisto,2.4166666666666665,2009-07-11
Helsinki Kaivopuisto,99.54166666666667,2009-07-12
Helsinki Kaivopuisto,22.875,2009-07-13
Helsinki Kaivopuisto,50.666666666666664,2009-07-14
Helsinki Kaivopuisto,20.25,2009-07-15
Helsinki Kaivopuisto,10.5,2009-07-16
Helsinki Kaivopuisto,59.75,2009-07-17
Helsinki Kaivopuisto,-64.08333333333333,2009-07-18
Helsinki Kaivopuisto,-61.375,2009-07-19
Helsinki Kaivopuisto,95.375,2009-07-20
Helsinki Kaivopuisto,112.58333333333333,2009-07-21
Helsinki Kaivopuisto,84.41666666666667,2009-07-22
Helsinki Kaivopuisto,18.583333333333332,2009-07-23
Helsinki Kaivopuisto,37.541666666666664,2009-07-24
Helsinki Kaivopuisto,130.5,2009-07-25
Helsinki Kaivopuisto,109.58333333333333,2009-07-26
Helsinki Kaivopuisto,124.375,2009-07-27
Helsinki Kaivopuisto,87.79166666666667,2009-07-28
Helsinki Kaivopuisto,127.66666666666667,2009-07-29
Helsinki Kaivopuisto,49.541666666666664,2009-07-30
Helsinki Kaivopuisto,69.20833333333333,2009-07-31
Helsinki Kaivopuisto,125.0,2009-08-01
Helsinki Kaivopuisto,66.0,2009-08-02
Helsinki Kaivopuisto,54.166666666666664,2009-08-03
Helsinki Kaivopuisto,31.833333333333332,2009-08-04
Helsinki Kaivopuisto,26.75,2009-08-05
Helsinki Kaivopuisto,-13.291666666666666,2009-08-06
Helsinki Kaivopuisto,-29.125,2009-08-07
Helsinki Kaivopuisto,-71.5,2009-08-08
Helsinki Kaivopuisto,-94.45833333333333,2009-08-09
Helsinki Kaivopuisto,-120.25,2009-08-10
Helsinki Kaivopuisto,-132.5,2009-08-11
Helsinki Kaivopuisto,20.916666666666668,2009-08-12
Helsinki Kaivopuisto,1.5416666666666667,2009-08-13
Helsinki Kaivopuisto,66.75,2009-08-14
Helsinki Kaivopuisto,109.16666666666667,2009-08-15
Helsinki Kaivopuisto,140.25,2009-08-16
Helsinki Kaivopuisto,205.29166666666666,2009-08-17
Helsinki Kaivopuisto,126.16666666666667,2009-08-18
Helsinki Kaivopuisto,150.29166666666666,2009-08-19
Helsinki Kaivopuisto,99.25,2009-08-20
Helsinki Kaivopuisto,-33.833333333333336,2009-08-21
Helsinki Kaivopuisto,-45.208333333333336,2009-08-22
Helsinki Kaivopuisto,63.916666666666664,2009-08-23
Helsinki Kaivopuisto,54.958333333333336,2009-08-24
Helsinki Kaivopuisto,-14.166666666666666,2009-08-25
Helsinki Kaivopuisto,-48.25,2009-08-26
Helsinki Kaivopuisto,86.41666666666667,2009-08-27
Helsinki Kaivopuisto,-4.541666666666667,2009-08-28
Helsinki Kaivopuisto,21.083333333333332,2009-08-29
Helsinki Kaivopuisto,86.29166666666667,2009-08-30
Helsinki Kaivopuisto,176.29166666666666,2009-08-31
Helsinki Kaivopuisto,108.91666666666667,2009-09-01
Helsinki Kaivopuisto,59.958333333333336,2009-09-02
Helsinki Kaivopuisto,-8.791666666666666,2009-09-03
Helsinki Kaivopuisto,163.66666666666666,2009-09-04
Helsinki Kaivopuisto,-3.9583333333333335,2009-09-05
Helsinki Kaivopuisto,165.875,2009-09-06
Helsinki Kaivopuisto,198.29166666666666,2009-09-07
Helsinki Kaivopuisto,203.95833333333334,2009-09-08
Helsinki Kaivopuisto,178.95833333333334,2009-09-09
Helsinki Kaivopuisto,86.0,2009-09-10
Helsinki Kaivopuisto,130.29166666666666,2009-09-11
Helsinki Kaivopuisto,139.375,2009-09-12
Helsinki Kaivopuisto,76.08333333333333,2009-09-13
Helsinki Kaivopuisto,88.20833333333333,2009-09-14
Helsinki Kaivopuisto,57.416666666666664,2009-09-15
Helsinki Kaivopuisto,75.08333333333333,2009-09-16
Helsinki Kaivopuisto,78.79166666666667,2009-09-17
Helsinki Kaivopuisto,86.0,2009-09-18
Helsinki Kaivopuisto,35.5,2009-09-19
Helsinki Kaivopuisto,-10.125,2009-09-20
Helsinki Kaivopuisto,21.291666666666668,2009-09-21
Helsinki Kaivopuisto,128.91666666666666,2009-09-22
Helsinki Kaivopuisto,217.66666666666666,2009-09-23
Helsinki Kaivopuisto,186.875,2009-09-24
Helsinki Kaivopuisto,190.5,2009-09-25
Helsinki Kaivopuisto,240.5,2009-09-26
Helsinki Kaivopuisto,307.8333333333333,2009-09-27
Helsinki Kaivopuisto,356.3333333333333,2009-09-28
Helsinki Kaivopuisto,291.1666666666667,2009-09-29
Helsinki Kaivopuisto,387.9166666666667,2009-09-30
Helsinki Kaivopuisto,283.0833333333333,2009-10-01
Helsinki Kaivopuisto,326.1666666666667,2009-10-02
Helsinki Kaivopuisto,370.0416666666667,2009-10-03
Helsinki Kaivopuisto,630.2083333333334,2009-10-04
Helsinki Kaivopuisto,629.5,2009-10-05
Helsinki Kaivopuisto,502.25,2009-10-06
Helsinki Kaivopuisto,520.4166666666666,2009-10-07
Helsinki Kaivopuisto,429.5416666666667,2009-10-08
Helsinki Kaivopuisto,379.4583333333333,2009-10-09
Helsinki Kaivopuisto,422.0416666666667,2009-10-10
Helsinki Kaivopuisto,224.33333333333334,2009-10-11
Helsinki Kaivopuisto,23.125,2009-10-12
Helsinki Kaivopuisto,240.45833333333334,2009-10-13
Helsinki Kaivopuisto,-108.04166666666667,2009-10-14
Helsinki Kaivopuisto,-110.625,2009-10-15
Helsinki Kaivopuisto,140.66666666666666,2009-10-16
Helsinki Kaivopuisto,114.375,2009-10-17
Helsinki Kaivopuisto,192.16666666666666,2009-10-18
Helsinki Kaivopuisto,245.66666666666666,2009-10-19
Helsinki Kaivopuisto,134.5,2009-10-20
Helsinki Kaivopuisto,33.666666666666664,2009-10-21
Helsinki Kaivopuisto,-80.33333333333333,2009-10-22
Helsinki Kaivopuisto,-25.791666666666668,2009-10-23
Helsinki Kaivopuisto,-28.75,2009-10-24
Helsinki Kaivopuisto,-72.52,2009-10-25
Helsinki Kaivopuisto,-34.0,2009-10-26
Helsinki Kaivopuisto,-14.208333333333334,2009-10-27
Helsinki Kaivopuisto,-10.5,2009-10-28
Helsinki Kaivopuisto,-83.25,2009-10-29
Helsinki Kaivopuisto,-72.58333333333333,2009-10-30
Helsinki Kaivopuisto,-127.58333333333333,2009-10-31
Helsinki Kaivopuisto,-157.95833333333334,2009-11-01
Helsinki Kaivopuisto,-218.33333333333334,2009-11-02
Helsinki Kaivopuisto,-295.5833333333333,2009-11-03
Helsinki Kaivopuisto,-345.9583333333333,2009-11-04
Helsinki Kaivopuisto,-368.875,2009-11-05
Helsinki Kaivopuisto,-313.4166666666667,2009-11-06
Helsinki Kaivopuisto,-244.79166666666666,2009-11-07
Helsinki Kaivopuisto,-322.2083333333333,2009-11-08
Helsinki Kaivopuisto,-415.5833333333333,2009-11-09
Helsinki Kaivopuisto,-351.7083333333333,2009-11-10
Helsinki Kaivopuisto,-307.0,2009-11-11
Helsinki Kaivopuisto,-390.4583333333333,2009-11-12
Helsinki Kaivopuisto,-370.875,2009-11-13
Helsinki Kaivopuisto,-405.875,2009-11-14
Helsinki Kaivopuisto,-399.125,2009-11-15
Helsinki Kaivopuisto,-412.9166666666667,2009-11-16
Helsinki Kaivopuisto,-308.875,2009-11-17
Helsinki Kaivopuisto,-148.25,2009-11-18
Helsinki Kaivopuisto,-145.95833333333334,2009-11-19
Helsinki Kaivopuisto,-42.166666666666664,2009-11-20
Helsinki Kaivopuisto,35.041666666666664,2009-11-21
Helsinki Kaivopuisto,-25.833333333333332,2009-11-22
Helsinki Kaivopuisto,6.583333333333333,2009-11-23
Helsinki Kaivopuisto,-8.666666666666666,2009-11-24
Helsinki Kaivopuisto,100.0,2009-11-25
Helsinki Kaivopuisto,162.04166666666666,2009-11-26
Helsinki Kaivopuisto,218.08333333333334,2009-11-27
Helsinki Kaivopuisto,190.41666666666666,2009-11-28
Helsinki Kaivopuisto,168.16666666666666,2009-11-29
Helsinki Kaivopuisto,134.45833333333334,2009-11-30
Helsinki Kaivopuisto,144.29166666666666,2009-12-01
Helsinki Kaivopuisto,72.79166666666667,2009-12-02
Helsinki Kaivopuisto,85.79166666666667,2009-12-03
Helsinki Kaivopuisto,15.833333333333334,2009-12-04
Helsinki Kaivopuisto,3.6666666666666665,2009-12-05
Helsinki Kaivopuisto,-34.458333333333336,2009-12-06
Helsinki Kaivopuisto,-70.375,2009-12-07
Helsinki Kaivopuisto,-76.125,2009-12-08
Helsinki Kaivopuisto,-42.291666666666664,2009-12-09
Helsinki Kaivopuisto,-42.625,2009-12-10
Helsinki Kaivopuisto,-70.79166666666667,2009-12-11
Helsinki Kaivopuisto,-44.541666666666664,2009-12-12
Helsinki Kaivopuisto,-29.458333333333332,2009-12-13
Helsinki Kaivopuisto,-210.83333333333334,2009-12-14
Helsinki Kaivopuisto,-134.5,2009-12-15
Helsinki Kaivopuisto,-192.625,2009-12-16
Helsinki Kaivopuisto,-273.0,2009-12-17
Helsinki Kaivopuisto,-157.54166666666666,2009-12-18
Helsinki Kaivopuisto,-165.54166666666666,2009-12-19
Helsinki Kaivopuisto,-267.125,2009-12-20
Helsinki Kaivopuisto,-133.125,2009-12-21
Helsinki Kaivopuisto,-72.0,2009-12-22
Helsinki Kaivopuisto,-87.20833333333333,2009-12-23
Helsinki Kaivopuisto,-58.083333333333336,2009-12-24
Helsinki Kaivopuisto,-425.125,2009-12-25
Helsinki Kaivopuisto,-275.9166666666667,2009-12-26
Helsinki Kaivopuisto,-18.833333333333332,2009-12-27
Helsinki Kaivopuisto,-48.125,2009-12-28
Helsinki Kaivopuisto,-36.916666666666664,2009-12-29
Helsinki Kaivopuisto,-24.666666666666668,2009-12-30
Helsinki Kaivopuisto,-24.166666666666668,2009-12-31
Helsinki Kaivopuisto,-163.58333333333334,2010-01-01
Helsinki Kaivopuisto,-181.375,2010-01-02
Helsinki Kaivopuisto,-49.708333333333336,2010-01-03
Helsinki Kaivopuisto,2.25,2010-01-04
Helsinki Kaivopuisto,12.541666666666666,2010-01-05
Helsinki Kaivopuisto,-117.83333333333333,2010-01-06
Helsinki Kaivopuisto,-266.1666666666667,2010-01-07
Helsinki Kaivopuisto,-136.0,2010-01-08
Helsinki Kaivopuisto,-275.7916666666667,2010-01-09
Helsinki Kaivopuisto,-450.2083333333333,2010-01-10
Helsinki Kaivopuisto,-416.8333333333333,2010-01-11
Helsinki Kaivopuisto,-311.7083333333333,2010-01-12
Helsinki Kaivopuisto,-360.5416666666667,2010-01-13
Helsinki Kaivopuisto,-378.125,2010-01-14
Helsinki Kaivopuisto,-377.0,2010-01-15
Helsinki Kaivopuisto,-406.0,2010-01-16
Helsinki Kaivopuisto,-563.375,2010-01-17
Helsinki Kaivopuisto,-554.625,2010-01-18
Helsinki Kaivopuisto,-499.4583333333333,2010-01-19
Helsinki Kaivopuisto,-503.0416666666667,2010-01-20
Helsinki Kaivopuisto,-540.5833333333334,2010-01-21
Helsinki Kaivopuisto,-510.0833333333333,2010-01-22
Helsinki Kaivopuisto,-511.75,2010-01-23
Helsinki Kaivopuisto,-522.4166666666666,2010-01-24
Helsinki Kaivopuisto,-535.5833333333334,2010-01-25
Helsinki Kaivopuisto,-573.2083333333334,2010-01-26
Helsinki Kaivopuisto,-491.75,2010-01-27
Helsinki Kaivopuisto,-701.2083333333334,2010-01-28
Helsinki Kaivopuisto,-442.4583333333333,2010-01-29
Helsinki Kaivopuisto,-445.4583333333333,2010-01-30
Helsinki Kaivopuisto,-235.04166666666666,2010-01-31
